city,population_proper
"Forest Lake, IL",
"Fox Lake Hills, IL",
"Eureka, IL",5383.0
"Mitchell, IL",
"Whittington, IL",
"Naplate, IL",482.0
"Barnhill, IL",
"Farmersville, IL",694.0
"Broadwell, IL",142.0
"Cooksville, IL",183.0
"Bannockburn, IL",1574.0
"Bloomington, IL",78005.0
"Milford, IL",1224.0
"Bellevue, IL",1935.0
"Lake in the Hills, IL",28830.0
"Beardstown, IL",5656.0
"Summum, IL",
"Victoria, IL",306.0
"Dorsey, IL",
"Harmon, IL",114.0
"Country Club Hills, IL",16637.0
"Washburn, IL",1119.0
"Bush, IL",274.0
"Western Springs, IL",13391.0
"Nelson, IL",161.0
"Olney, IL",8955.0
"Jamaica, IL",
"Des Plaines, IL",58141.0
"Lake Fork, IL",
"Wyanet, IL",947.0
"Roxana, IL",1474.0
"Bull Valley, IL",1097.0
"West Brooklyn, IL",134.0
"Ruma, IL",313.0
"Mason, IL",342.0
"Palatine, IL",68766.0
"Belvidere, IL",25070.0
"McCormick, IL",
"La Prairie, IL",46.0
"Troy Grove, IL",242.0
"Chrisman, IL",1257.0
"Heritage Lake, IL",
"Bryant, IL",214.0
"Niantic, IL",666.0
"Baker, IL",
"Cary, IL",17840.0
"Chester, IL",8562.0
"Norris City, IL",1244.0
"Rushville, IL",2920.0
"Darien, IL",22085.0
"Aledo, IL",3516.0
"Altona, IL",506.0
"Roselle, IL",22814.0
"Cornell, IL",443.0
"Greenville, IL",6758.0
"Woodstock, IL",25085.0
"Marseilles, IL",4924.0
"Dundas, IL",
"Bingham, IL",82.0
"Cisne, IL",656.0
"Lawrence, IL",
"Ramsey, IL",1013.0
"North Henderson, IL",178.0
"Jamesburg, IL",
"Mahomet, IL",8287.0
"Bradford, IL",733.0
"Shipman, IL",601.0
"Detroit, IL",81.0
"Lake Forest, IL",19388.0
"North Chicago, IL",29951.0
"Tovey, IL",482.0
"Highland, IL",9830.0
"Pingree Grove, IL",7391.0
"Buffalo Prairie, IL",
"Golf, IL",494.0
"Pittwood, IL",
"Armington, IL",333.0
"Hebron, IL",1194.0
"Monroe Center, IL",451.0
"Coleta, IL",159.0
"East Brooklyn, IL",104.0
"Rockbridge, IL",159.0
"Central City, IL",1120.0
"Papineau, IL",163.0
"Cortland, IL",4326.0
"Grayslake, IL",20831.0
"Mount Clare, IL",268.0
"Greenup, IL",1489.0
"Geneva, IL",21880.0
"Collison, IL",
"Prestbury, IL",
"Vergennes, IL",291.0
"Minonk, IL",2036.0
"Banner, IL",183.0
"Jacksonville, IL",18729.0
"Milton, IL",264.0
"Lost Nation, IL",
"Barrington, IL",10312.0
"Fox Lake, IL",10459.0
"Kincaid, IL",1419.0
"Steward, IL",242.0
"Payson, IL",1004.0
"Winthrop Harbor, IL",6794.0
"O'Fallon, IL",29031.0
"Olive Branch, IL",
"Dover, IL",161.0
"Abingdon, IL",3149.0
"Girard, IL",2021.0
"Cabery, IL",255.0
"Vermilion, IL",213.0
"Weldon, IL",423.0
"Elwood, IL",2256.0
"Joy, IL",385.0
"Oreana, IL",828.0
"Earlville, IL",1619.0
"Pine Mountain Valley, GA",
"Blackwells, GA",
"Godwinsville, GA",
"Madras, GA",
"Milner, GA",615.0
"Eatonton, GA",6555.0
"Bushnell, GA",
"Richland, GA",1411.0
"Edison, GA",1451.0
"Faceville, GA",
"Lookout Mountain, GA",1577.0
"Plainville, GA",323.0
"Blakely, GA",4702.0
"Cadley, GA",
"Fort Valley, GA",8643.0
"Sumner, GA",402.0
"Appling, GA",
"Eulonia, GA",
"Rayle, GA",189.0
"Lake City, GA",2781.0
"Ephesus, GA",419.0
"Buford, GA",14356.0
"Payne, GA",205.0
"Ranger, GA",135.0
"Richmond Hill, GA",12482.0
"Tallulah Falls, GA",170.0
"Modoc, GA",
"Normantown, GA",
"Atlanta, GA",472522.0
"Potterville, GA",
"Uvalda, GA",590.0
"Holland, GA",
"Montrose, GA",213.0
"Noonday, GA",
"Lakeland, GA",3295.0
"McKinnon, GA",
"Boykin, GA",
"Gloster, GA",
"Haddock, GA",
"Veal, GA",
"Mount Bethel, GA",
"Vesta, GA",
"Hagan, GA",971.0
"Jersey, GA",147.0
"Union Point, GA",1746.0
"Dickey, GA",
"Rentz, GA",292.0
"Pitts, GA",306.0
"Arabi, GA",562.0
"Lakeview, GA",
"Arnoldsville, GA",355.0
"White Sulphur Springs, GA",
"Godfrey, GA",
"Moxley, GA",
"Pineview, GA",502.0
"Sugar Hill, GA",22197.0
"Rex, GA",
"Deenwood, GA",
"Flemington, GA",717.0
"Barwick, GA",381.0
"Howard, GA",
"Coosa, GA",
"Allentown, GA",161.0
"Crawfordville, GA",495.0
"Satolah, GA",
"Durand, GA",
"Swainsboro, GA",7486.0
"Collins, GA",577.0
"Abbeville, GA",2761.0
"Townsend, GA",
"Morganville, GA",
"Tunnel Hill, GA",876.0
"Martinez, GA",
"Waleska, GA",879.0
"Saint Marks, GA",
"Cherry Log, GA",
"Walnut Grove, GA",1387.0
"Gum Branch, GA",253.0
"Avera, GA",233.0
"Hamilton, GA",1077.0
"Enigma, GA",1305.0
"Henderson, GA",
"Wrens, GA",2042.0
"Rock Spring, GA",
"West Green, GA",
"Winokur, GA",
"Gracewood, GA",
"Toccoa, GA",8412.0
"North Druid Hills, GA",
"Sylvester, GA",6064.0
"Dixie Union, GA",
"Cedartown, GA",9799.0
"Crabapple, GA",
"Rest Haven, GA",66.0
"Calvary, GA",
"Newton, GA",588.0
"Wrightsville, GA",3616.0
"Hoboken, GA",526.0
"Oakdale, GA",
"Gibson, GA",646.0
"Webb, GA",
"Cochran, GA",5036.0
"Lyons, GA",4369.0
"Moultrie, GA",14361.0
"Vernonburg, GA",130.0
"Grayson, GA",3742.0
"Milledgeville, GA",18933.0
"Baldwin, GA",3304.0
"Metter, GA",4076.0
"Pooler, GA",23744.0
"Dexter, GA",568.0
"Coal Mountain, GA",
"Tarboro, GA",
"Haralson, GA",187.0
"Emory, GA",
"Chicopee, GA",
"Canton, GA",26340.0
"Claxton, GA",2297.0
"Vidalia, GA",10703.0
"Acree, GA",
"Lincoln Park, GA",
"Weber, GA",
"Acworth, GA",22418.0
"Ashburn, GA",3737.0
"Hazlehurst, GA",4186.0
"Buena Vista, GA",2142.0
"Johns Creek, GA",83873.0
"Hortense, GA",
"Whigham, GA",473.0
"Tiger, GA",406.0
"Cadwell, GA",526.0
"Valdosta, GA",56474.0
"Guyton, GA",1892.0
"Dames Ferry, GA",
"Towns, GA",
"Springvale, GA",
"Junction City, GA",162.0
"Shellman Bluff, GA",
"Irwinton, GA",568.0
"Chatsworth, GA",4264.0
"Vinings, GA",
"Gumlog, GA",
"Hatley, GA",
"Doles, GA",
"Lavonia, GA",2167.0
"Huber, GA",
"Norcross, GA",16787.0
"Morrow, GA",7276.0
"Emerson, GA",1565.0
"Millhaven, GA",
"Byron, GA",5133.0
"Statesboro, GA",31419.0
"Shingler, GA",
"Glennville, GA",5098.0
"Tyrone, GA",7215.0
"Culverton, GA",
"Stovall, GA",
"Elmodel, GA",
"Round Oak, GA",
"Dunwoody, GA",48884.0
"Hartwell, GA",4505.0
"Excelsior, GA",
"Centerville, GA",7615.0
"Zebulon, GA",1166.0
"Sharon, GA",132.0
"Denton, GA",251.0
"Wayside, GA",
"Coolidge, GA",528.0
"Donalsonville, GA",2637.0
"Gordy, GA",
"Peachtree City, GA",35186.0
"Calhoun, GA",16445.0
"Inman, GA",
"Whitesburg, GA",604.0
"Chauncey, GA",320.0
"Chula, GA",
"Cornelia, GA",4267.0
"Coleman, GA",
"Ellijay, GA",1694.0
"Cataula, GA",
"Williamson, GA",459.0
"Raymond, GA",
"Phelps, GA",
"Gresham Park, GA",
"Locust Grove, GA",5940.0
"Remerton, GA",1123.0
"Clayton, GA",2266.0
"Carrollton, GA",26562.0
"Chickamauga, GA",3101.0
"Summerville, GA",4360.0
"Ohoopee, GA",
"Ellaville, GA",1850.0
"Byromville, GA",506.0
"Alpharetta, GA",65338.0
"Tarrytown, GA",87.0
"Apalachee, GA",
"Talbotton, GA",850.0
"Willacoochee, GA",1370.0
"Snellville, GA",19738.0
"Sumac, GA",
"East Ellijay, GA",559.0
"Barnesville, GA",6696.0
"Pine Mountain, GA",1374.0
"Duluth, GA",29331.0
"Braselton, GA",10234.0
"Howell, GA",
"Sea Island, GA",
"Martin, GA",371.0
"Oak Park, GA",477.0
"Ellenwood, GA",
"Starrs Mill, GA",
"Baden, GA",
"Habersham, GA",
"Elko, GA",
"Leslie, GA",384.0
"Horns, GA",
"Whitesville, GA",
"Loganville, GA",11674.0
"Lithonia, GA",2082.0
"Resaca, GA",781.0
"McKinney, GA",
"Pinehurst, GA",328.0
"Barney, GA",
"Rosier, GA",
"Arlington, GA",1380.0
"Eagle Grove, GA",
"Roper, GA",
"Twin Lakes, GA",
"Dudley, GA",569.0
"Montgomery, GA",
"Covington, GA",13977.0
"Braswell, GA",389.0
"Odessadale, GA",
"Bellville, GA",120.0
"Indian Springs, GA",
"White, GA",725.0
"Pine Park, GA",
"Brookfield, GA",
"Bluffton, GA",99.0
"Waverly, GA",
"Watkinsville, GA",2863.0
"Porterdale, GA",1495.0
"Ray City, GA",1053.0
"Epworth, GA",
"Lumpkin, GA",1091.0
"Monticello, GA",2618.0
"Brooks, GA",550.0
"Wesley, GA",
"Marietta, GA",60941.0
"Doyle, GA",
"Tallapoosa, GA",3187.0
"Helen, GA",542.0
"Jonesboro, GA",4729.0
"Hartford, GA",
"Winterville, GA",1197.0
"Leesburg, GA",3006.0
"Rutledge, GA",800.0
"Blythe, GA",694.0
"Stapleton, GA",402.0
"Raoul, GA",
"Register, GA",179.0
"Augusta, GA",197081.0
"Oak Grove, GA",
"Palmetto, GA",4707.0
"Rome, GA",36407.0
"Woodstock, GA",30929.0
"Broxton, GA",1185.0
"Starrsville, GA",
"Brookhaven, GA",52444.0
"Blackshear, GA",3595.0
"Stillwell, GA",
"Sasser, GA",260.0
"Phillipsburg, GA",
"Hogansville, GA",3139.0
"Hutchins, GA",
"Savannah, GA",146763.0
"Mershon, GA",
"Argyle, GA",214.0
"Dillard, GA",337.0
"Plainfield, GA",
"Seville, GA",
"Milan, GA",760.0
"Rockmart, GA",4299.0
"Groveland, GA",
"White Oak, GA",
"Darien, GA",1845.0
"Talmo, GA",192.0
"Rhine, GA",371.0
"Sparks, GA",2002.0
"Canon, GA",804.0
"Bartow, GA",259.0
"Mountain City, GA",1075.0
"McRae, GA",
"Jefferson, GA",10486.0
"Six Mile, GA",
"Mora, GA",
"Sunset Village, GA",
"Stonecrest, GA",
"Funston, GA",447.0
"Meansville, GA",183.0
"Elizabeth, GA",
"Good Hope, GA",291.0
"Clyo, GA",
"Attapulgus, GA",432.0
"Zebina, GA",
"Halfmoon Landing, GA",
"Juliette, GA",
"Snapfinger, GA",
"Carnesville, GA",578.0
"Kennesaw, GA",33627.0
"Bostwick, GA",372.0
"Bloomingdale, GA",2717.0
"Commerce, GA",6788.0
"Isle of Hope, GA",
"Flippen, GA",
"Hoschton, GA",1495.0
"Mableton, GA",
"Fowlstown, GA",
"Benevolence, GA",
"Glen Haven, GA",
"Hinesville, GA",33577.0
"Ivey, GA",920.0
"Aragon, GA",1242.0
"Pelham, GA",3649.0
"Fair Oaks, GA",
"Port Wentworth, GA",7933.0
"Evans, GA",
"Boston, GA",1329.0
"Centralhatchee, GA",389.0
"Jesup, GA",10170.0
"Fairburn, GA",14182.0
"Ocilla, GA",3604.0
"Summertown, GA",162.0
"Folkston, GA",4788.0
"Winder, GA",15777.0
"Shellman, GA",985.0
"Lyerly, GA",528.0
"Colemans Lake, GA",
"Pine Lake, GA",762.0
"Daisy, GA",142.0
"Swords, GA",
"Cobbtown, GA",348.0
"Louvale, GA",
"Dacula, GA",5632.0
"Stockbridge, GA",28677.0
"Fort Oglethorpe, GA",9839.0
"Grantville, GA",3202.0
"Hollywood, GA",
"Halls, GA",
"Moniac, GA",
"Sparta, GA",1281.0
"Leathersville, GA",
"Jeffersonville, GA",950.0
"Parrott, GA",149.0
"Matthews, GA",
"Rebecca, GA",168.0
"Lake Park, GA",726.0
"Alexander, GA",
"Davisboro, GA",1697.0
"Knoxville, GA",
"Almon, GA",
"Withers, GA",
"Doerun, GA",770.0
"Hayneville, GA",
"Royston, GA",2563.0
"Rising Fawn, GA",
"Waycross, GA",14089.0
"Trion, GA",1780.0
"Bemiss, GA",
"Arco, GA",
"Rocky Mount, GA",
"Adgateville, GA",
"Musella, GA",
"Flowery Branch, GA",7073.0
"Unadilla, GA",3626.0
"Auburn, GA",7603.0
"Ramhurst, GA",
"Douglasville, GA",33252.0
"Shiloh, GA",460.0
"Cecil, GA",275.0
"Van Wert, GA",
"The Rock, GA",
"Americus, GA",15854.0
"Waring, GA",
"Ailey, GA",556.0
"Farmington, GA",
"Bolingbroke, GA",
"New Hope, GA",
"Lovett, GA",
"Bullard, GA",
"Meinhard, GA",
"Chamblee, GA",28306.0
"Wadley, GA",1944.0
"Yorkville, GA",
"Putney, GA",
"Renfroe, GA",
"Crawford, GA",828.0
"Mount Airy, GA",1300.0
"Doctortown, GA",
"Patterson, GA",754.0
"Unionville, GA",
"Moreland, GA",422.0
"Linwood, GA",
"Fortsonia, GA",
"Chalybeate Springs, GA",
"Emmalane, GA",
"Satilla, GA",
"Dawesville, GA",
"Toomsboro, GA",444.0
"Silk Hope, GA",
"Orchard Hill, GA",210.0
"Pridgen, GA",
"Omega, GA",1227.0
"Decatur, GA",22813.0
"Munnerlyn, GA",
"Canoochee, GA",
"Millwood, GA",
"Scottdale, GA",
"Sycamore, GA",654.0
"Highland Mills, GA",
"Higgston, GA",310.0
"Mechanicsville, GA",
"Lumber City, GA",1264.0
"Manassas, GA",88.0
"Hilltop, GA",
"Reed Creek, GA",
"Leland, GA",
"Arnold Mill, GA",
"Comer, GA",1159.0
"Warthen, GA",
"Hannahs Mill, GA",
"Saint George, GA",
"Alston, GA",159.0
"Elberton, GA",4420.0
"Kingston, GA",654.0
"Union City, GA",20919.0
"Grovetown, GA",13463.0
"Newborn, GA",745.0
"Garfield, GA",203.0
"Barretts, GA",
"Monroe, GA",13478.0
"Country Club Estates, GA",
"Maysville, GA",1889.0
"Rupert, GA",
"Reynolds, GA",1025.0
"Bishop, GA",251.0
"Lincolnton, GA",1520.0
"Poulan, GA",803.0
"DeWitt, GA",
"Shawnee, GA",
"Cordele, GA",10856.0
"Gabbettville, GA",
"Colbert, GA",609.0
"McDonough, GA",23964.0
"Center Post, GA",
"Screven, GA",776.0
"Newnan, GA",37912.0
"Lilly, GA",201.0
"Dasher, GA",979.0
"Tucker, GA",
"Blairsville, GA",576.0
"Dover, GA",
"Brookwood, GA",
"Hull, GA",203.0
"Tybee Island, GA",3113.0
"Berlin, GA",560.0
"Pine Log, GA",
"Upatoi, GA",
"Newtown, GA",
"DeSoto, GA",180.0
"Mount Zion, GA",1763.0
"Naylor, GA",
"Powder Springs, GA",14956.0
"Homer, GA",1136.0
"Pembroke, GA",2484.0
"Westoak, GA",
"Fitzgerald, GA",8927.0
"Dublin, GA",16104.0
"Lexington, GA",228.0
"Bremen, GA",6421.0
"Axson, GA",
"Sunny Side, GA",134.0
"Cohutta, GA",635.0
"Woodville, GA",342.0
"McCaysville, GA",1108.0
"Midway, GA",1997.0
"Warner Robins, GA",74388.0
"Young Harris, GA",1431.0
"Offerman, GA",438.0
"Siloam, GA",277.0
"Reeves, GA",
"Buchanan, GA",1141.0
"Concord, GA",379.0
"Washington, GA",3978.0
"Colquitt, GA",1910.0
"Tilton, GA",
"Warrenton, GA",1805.0
"Manchester, GA",4061.0
"Blue Ridge, GA",1391.0
"Dalton, GA",34077.0
"Sandy Springs, GA",105703.0
"Tazewell, GA",
"White Plains, GA",306.0
"Dawsonville, GA",2634.0
"Jackson, GA",5071.0
"Campton, GA",
"Holly Springs, GA",11281.0
"Grovania, GA",
"Aldora, GA",105.0
"Silco, GA",
"Villa Rica, GA",15201.0
"Keithsburg, GA",
"Waverly Hall, GA",759.0
"Butler, GA",1871.0
"Midville, GA",263.0
"Evansville, GA",
"Russell, GA",
"Merrillville, GA",
"Saint Clair, GA",
"Taylorsville, GA",215.0
"Avondale Estates, GA",3150.0
"Helena, GA",
"Osierfield, GA",
"Rincon, GA",9935.0
"Lakeview Estates, GA",
"Windsor Forest, GA",
"Sharpsburg, GA",366.0
"Chattahoochee Hills, GA",2804.0
"Cogdell, GA",
"McIntyre, GA",616.0
"Rocky Ford, GA",141.0
"Druid Hills, GA",
"Yatesville, GA",346.0
"Oglethorpe, GA",1194.0
"Hiawassee, GA",916.0
"Danielsville, GA",585.0
"Edgehill, GA",24.0
"Mount Carmel, GA",
"Sky Valley, GA",269.0
"Big Creek, GA",
"Friendship, GA",
"Gillsville, GA",249.0
"Marshallville, GA",1312.0
"Gay, GA",86.0
"Suwanee, GA",19421.0
"Talking Rock, GA",67.0
"Devereux, GA",
"Deepstep, GA",127.0
"Thomson, GA",6678.0
"North Decatur, GA",
"Smithville, GA",587.0
"Needmore, GA",
"Chattanooga Valley, GA",
"Luthersville, GA",817.0
"Dawson, GA",4291.0
"Graham, GA",299.0
"Cotton, GA",
"La Grange, GA",30771.0
"Riddleville, GA",93.0
"Lenox, GA",851.0
"Forest Park, GA",19731.0
"Austell, GA",7139.0
"Oakman, GA",
"Richwood, GA",
"Dallas, GA",13108.0
"Fortson, GA",
"Oliver, GA",224.0
"Powelton, GA",
"Carnegie, GA",
"Clarkdale, GA",
"Smarr, GA",
"Senoia, GA",4137.0
"Riverside, GA",35.0
"Turin, GA",342.0
"Cedar Springs, GA",
"Peachtree Corners, GA",42773.0
"Metcalf, GA",
"Mendes, GA",
"Louise, GA",
"Brooklyn, GA",
"Baxley, GA",4741.0
"Mansfield, GA",440.0
"Carl, GA",220.0
"Redan, GA",
"Queensland, GA",
"Waynesboro, GA",5701.0
"Alapaha, GA",662.0
"Pittman, GA",
"Allenhurst, GA",663.0
"Leary, GA",579.0
"Oakland Heights, GA",
"Center, GA",
"Montezuma, GA",3142.0
"Ocee, GA",
"Clermont, GA",947.0
"Ducktown, GA",
"Macland, GA",
"Corinth, GA",
"Franklin Springs, GA",1130.0
"Marlow, GA",
"Mayfield, GA",
"Kingsland, GA",16720.0
"Douglas, GA",11727.0
"Whitemarsh Island, GA",
"Fayetteville, GA",17519.0
"Free Home, GA",
"Ringgold, GA",4378.0
"Bowdon Junction, GA",
"Bonaire, GA",
"Hickox, GA",
"Rossville, GA",3982.0
"Sandy Plains, GA",
"Dewy Rose, GA",
"Belvedere Park, GA",
"Eton, GA",897.0
"Salem, GA",
"Bethlehem, GA",688.0
"Harrison, GA",461.0
"Cleveland, GA",3851.0
"Tignall, GA",510.0
"East Newnan, GA",
"Doraville, GA",10501.0
"Shannon, GA",
"Culloden, GA",179.0
"Bronwood, GA",383.0
"Graysville, GA",
"Turnerville, GA",
"Primrose, GA",
"Mineral Bluff, GA",
"Danville, GA",220.0
"Athens, GA",123371.0
"Morganton, GA",315.0
"Pulaski, GA",268.0
"Atkinson, GA",
"Rochelle, GA",1112.0
"Pearson, GA",2083.0
"East Griffin, GA",
"Beach, GA",
"Cumming, GA",6225.0
"Hawkinsville, GA",5409.0
"Lizella, GA",
"Georgetown, GA",
"Odum, GA",505.0
"Pavo, GA",621.0
"Luke, GA",
"Nashville, GA",4864.0
"Campbellton, GA",
"Lovejoy, GA",6367.0
"Iron City, GA",303.0
"Bowersville, GA",469.0
"East Juliette, GA",
"LaFayette, GA",7159.0
"Fairview, GA",
"Garden City, GA",8900.0
"Oxford, GA",2224.0
"Dock Junction, GA",
"Waco, GA",522.0
"Skidaway Island, GA",
"Hardwick, GA",
"Homerville, GA",2450.0
"Lithia Springs, GA",
"Brewton, GA",
"Alma, GA",3556.0
"Ila, GA",345.0
"Cox, GA",
"Euharlee, GA",4293.0
"Reidsville, GA",2613.0
"Morris, GA",
"Raleigh, GA",
"Menlo, GA",468.0
"Mitchell, GA",197.0
"Buckhead, GA",172.0
"Hampton, GA",7532.0
"Clarkston, GA",12742.0
"Juniper, GA",
"Riceboro, GA",765.0
"Smyrna, GA",56664.0
"Reno, GA",
"Perkins, GA",
"Wilmington Island, GA",
"Carsonville, GA",
"Carlton, GA",264.0
"Millen, GA",2889.0
"Lula, GA",2882.0
"Jerusalem, GA",
"East Dublin, GA",2381.0
"Gordon, GA",1952.0
"Albany, GA",73801.0
"Griffin, GA",22928.0
"Sapelo Island, GA",
"Pineora, GA",
"Conyers, GA",15919.0
"Woodland, GA",358.0
"Sigsbee, GA",
"Sargent, GA",
"Saint Marys, GA",18088.0
"Haylow, GA",
"Ellabell, GA",
"Flovilla, GA",640.0
"Johnson Corner, GA",
"Sirmans, GA",
"Sterling, GA",
"Clarkesville, GA",1770.0
"Milford, GA",
"Harlem, GA",3018.0
"Stone Mountain, GA",6328.0
"Statham, GA",2647.0
"Draketown, GA",
"Spring Place, GA",
"Woolsey, GA",168.0
"Norman Park, GA",969.0
"Warm Springs, GA",401.0
"Lilburn, GA",12675.0
"Cartersville, GA",20753.0
"Alto, GA",1164.0
"Roberta, GA",992.0
"Woodbine, GA",1322.0
"Brinson, GA",208.0
"Bowman, GA",811.0
"James, GA",
"Adairsville, GA",4816.0
"Sardis, GA",975.0
"Alamo, GA",3389.0
"Nelson, GA",1361.0
"Tate City, GA",
"Gough, GA",
"Bowdon, GA",2097.0
"Baconton, GA",857.0
"Social Circle, GA",4452.0
"Cisco, GA",
"Kite, GA",223.0
"Molena, GA",371.0
"Elliotts Bluff, GA",
"Dahlonega, GA",6437.0
"Belmont, GA",
"Louisville, GA",2383.0
"Jacksonville, GA",136.0
"Sylvania, GA",2526.0
"Shady Dale, GA",239.0
"Jasper, GA",3819.0
"Cairo, GA",9570.0
"Dakota, GA",
"South Fulton, GA",
"Brooklet, GA",1523.0
"Hiltonia, GA",323.0
"Lakemont, GA",
"Alvaton, GA",
"Perry, GA",16200.0
"Wenona, GA",
"Walthourville, GA",3959.0
"Arcade, GA",1808.0
"Warwick, GA",409.0
"Topeka Junction, GA",
"Sumter, GA",
"Andersonville, GA",234.0
"Gainesville, GA",40000.0
"Plains, GA",734.0
"Bonanza, GA",
"Between, GA",342.0
"Fargo, GA",320.0
"Griswoldville, GA",
"East Point, GA",35471.0
"Piedmont, GA",
"Meridian, GA",
"Vienna, GA",3699.0
"Chestnut Mountain, GA",
"College Park, GA",15035.0
"Dooling, GA",137.0
"Gardi, GA",
"Hiram, GA",3898.0
"Temple, GA",4378.0
"Oconee, GA",256.0
"Charing, GA",
"Irwinville, GA",
"Sugar Valley, GA",
"Vidette, GA",110.0
"Oakfield, GA",
"Brunswick, GA",16346.0
"Gray, GA",3268.0
"Dearing, GA",546.0
"Sandersville, GA",5700.0
"Nicholson, GA",1724.0
"Columbus, GA",197485.0
"Burroughs, GA",
"Waresboro, GA",
"Chester, GA",1567.0
"Forsyth, GA",4125.0
"Saint Simons, GA",
"Philomath, GA",
"Santa Claus, GA",166.0
"Macon, GA",
"Newington, GA",261.0
"West Point, GA",3766.0
"Madison, GA",4060.0
"Tennille, GA",1854.0
"Stillmore, GA",522.0
"Ochlocknee, GA",680.0
"Esom Hill, GA",
"Oglesby, GA",
"Nicholls, GA",3331.0
"Eldorendo, GA",
"Nahunta, GA",1048.0
"Red Oak, GA",
"Camak, GA",131.0
"Cusseta, GA",10922.0
"North Atlanta, GA",
"Skipperton, GA",
"Bridgeboro, GA",
"Blitchton, GA",
"Pendergrass, GA",463.0
"Meigs, GA",1038.0
"Du Pont, GA",123.0
"Nunez, GA",148.0
"Scotland, GA",344.0
"Greenville, GA",855.0
"Linton, GA",
"Ruckersville, GA",
"Experiment, GA",
"Arcola, GA",
"Berkeley Lake, GA",2062.0
"Thomasville, GA",18826.0
"Tifton, GA",16836.0
"Penfield, GA",
"Eldorado, GA",
"Statenville, GA",
"Garden Lakes, GA",
"Floyd, GA",
"Sunnyside, GA",
"Portal, GA",650.0
"Stewart, GA",
"Ludowici, GA",2162.0
"Herod, GA",
"Ambrose, GA",382.0
"Jenkinsburg, GA",371.0
"Norwood, GA",227.0
"Trenton, GA",2255.0
"Lindale, GA",
"Maxeys, GA",224.0
"Ellenton, GA",284.0
"Hahira, GA",2937.0
"Franklin, GA",964.0
"Irondale, GA",
"Adrian, GA",651.0
"Clyattville, GA",
"Eastman, GA",5157.0
"Greensboro, GA",3384.0
"Morven, GA",533.0
"Geneva, GA",98.0
"Dixie, GA",
"Stockton, GA",
"Damascus, GA",236.0
"Lawrenceville, GA",30782.0
"South Newport, GA",
"Preston, GA",
"Sale City, GA",348.0
"Panthersville, GA",
"Reynoldsville, GA",
"North High Shoals, GA",723.0
"Silver City, GA",
"Keysville, GA",304.0
"Soperton, GA",2986.0
"Bainbridge, GA",12274.0
"Ideal, GA",456.0
"Cave Spring, GA",1154.0
"Demorest, GA",2061.0
"Coverdale, GA",
"Oakwood, GA",4161.0
"Tate, GA",
"Hephzibah, GA",3898.0
"McBean, GA",
"Conley, GA",
"Thomaston, GA",8962.0
"Rockingham, GA",
"Camilla, GA",5170.0
"Homeland, GA",864.0
"Yonah, GA",
"Cooper Heights, GA",
"Hillsboro, GA",
"Springfield, GA",4027.0
"Weston, GA",
"Thunderbolt, GA",2683.0
"Manor, GA",
"Woodbury, GA",900.0
"Jakin, GA",149.0
"Varnell, GA",1795.0
"Avalon, GA",207.0
"Glenwood, GA",742.0
"Thalmann, GA",
"Ty Ty, GA",726.0
"Mountain Park, GA",582.0
"Norristown, GA",
"Quitman, GA",3888.0
"Mount Vernon, GA",2278.0
"Milton, GA",38411.0
"Kinderlou, GA",
"Omaha, GA",
"Surrency, GA",206.0
"Keller, GA",
"Fort Gaines, GA",1046.0
"Ball Ground, GA",1909.0
"Luella, GA",
"Morgan, GA",1782.0
"Kildare, GA",
"Riverdale, GA",16258.0
"Eastanollee, GA",
"Lone Oak, GA",89.0
"Adel, GA",5355.0
"Roopville, GA",228.0
"Twin City, GA",1699.0
"Girard, GA",151.0
"Fairmount, GA",738.0
"Cuthbert, GA",3664.0
"Roswell, GA",94598.0
"Hapeville, GA",6627.0
"Climax, GA",271.0
"Charles, GA",
"Donovan, GA",
"Fleming, GA",
"Scott, GA",
"Bogart, GA",1056.0
"Clem, GA",
"Empire, GA",
"Finleyson, GA",
"Everett, GA",
"Warsaw, GA",
"Burney, IN",
"Delphi, IN",2877.0
"Kouts, IN",1962.0
"Bengal, IN",
"Plainville, IN",494.0
"Brownsburg, IN",25408.0
"Bippus, IN",
"Wabash, IN",10253.0
"Otterbein, IN",1256.0
"Highwoods, IN",
"Crocker, IN",
"Edwardsport, IN",298.0
"DeMotte, IN",4030.0
"Etna Green, IN",586.0
"Liverpool, IN",
"State Line, IN",
"Monroe City, IN",533.0
"New Washington, IN",
"Shelby, IN",
"Fremont, IN",2135.0
"Judyville, IN",
"Lydick, IN",
"Avilla, IN",2411.0
"Majenica, IN",
"Modoc, IN",190.0
"Shirley, IN",830.0
"Atlanta, IN",738.0
"Charlestown, IN",8152.0
"Whitestown, IN",6590.0
"Batesville, IN",6679.0
"Rolling Prairie, IN",
"Holland, IN",626.0
"Monterey, IN",206.0
"Huntertown, IN",5286.0
"New Amsterdam, IN",27.0
"Monon, IN",1725.0
"Fowler, IN",2265.0
"Jonesville, IN",185.0
"Chesterfield, IN",2484.0
"Lincoln Hills, IN",
"McCordsville, IN",6485.0
"Goshen, IN",33034.0
"Bucktown, IN",
"Williams Creek, IN",421.0
"Blountsville, IN",131.0
"Herbst, IN",
"Pierceton, IN",1028.0
"Crandall, IN",152.0
"Lagro, IN",402.0
"Vallonia, IN",
"Thorntown, IN",1487.0
"Alpine, IN",
"Griffith, IN",16252.0
"Mecca, IN",320.0
